Instructor:,Dr. MUHAMMAD SARIM,Registered Students:,27,Received Feedbacks:,18,,,,,,,,,,,,,,
Comments,,,,,,,,,,,,,,,,,,,
Course Content and organization,,,,,,,,,,,,,,,,,,,
"Comments, if any",,,,,,,,,,,,,,,,,,,
1 No Comments,,,,,,,,,,,,,,,,,,,
2 None,,,,,,,,,,,,,,,,,,,
3 no comments,,,,,,,,,,,,,,,,,,,
Overall Evaluation,,,,,,,,,,,,,,,,,,,
The best features of the course were:,,,,,,,,,,,,,,,,,,,
4 Video lectures,,,,,,,,,,,,,,,,,,,
5 No Comments,,,,,,,,,,,,,,,,,,,
6 None,,,,,,,,,,,,,,,,,,,
"7 Computer vision might have emerged as one of the top fields of machine learning,
8 knowledgable",,,,,,,,,,,,,,,,,,,
9 Teaching style,,,,,,,,,,,,,,,,,,,
The course could have been improved by:,,,,,,,,,,,,,,,,,,,
10,More structured course outline,,,,,,,,,,,,,,,,,,
11,No Comments,,,,,,,,,,,,,,,,,,
12,None,,,,,,,,,,,,,,,,,,
13,no comments,,,,,,,,,,,,,,,,,,
14,more practicals in lab.,,,,,,,,,,,,,,,,,,
Teacher Evaluation,,,,,,,,,,,,,,,,,,,
Comments/Suggestions about instructor,,,,,,,,,,,,,,,,,,,
15 Good,,,,,,,,,,,,,,,,,,,
16 No Comments,,,,,,,,,,,,,,,,,,,
17 None,,,,,,,,,,,,,,,,,,,
18 Excellent and cooperative instructor,,,,,,,,,,,,,,,,,,,
19 Nothing.,,,,,,,,,,,,,,,,,,,
Comments/Suggestions about course,,,,,,,,,,,,,,,,,,,
20 No Comments,,,,,,,,,,,,,,,,,,,
21 None,,,,,,,,,,,,,,,,,,,
22 More practicals could enahnce the student knowldge.,,,,,,,,,,,,,,,,,,,
23 no comments,,,,,,,,,,,,,,,,,,,
Student Contribution,,,,,,,,,,,,,,,,,,,
"Comments, if any",,,,,,,,,,,,,,,,,,,
24 No Comments,,,,,,,,,,,,,,,,,,,
25 None,,,,,,,,,,,,,,,,,,,
26 no comments,,,,,,,,,,,,,,,,,,,
Learning Environment and Teaching methods,,,,,,,,,,,,,,,,,,,
"Comments, if any",,,,,,,,,,,,,,,,,,,
27 No Comments,,,,,,,,,,,,,,,,,,,
28 None,,,,,,,,,,,,,,,,,,,
29 no comments,,,,,,,,,,,,,,,,,,,
Page 3 of 4,,,,,,,,,,,,,,,,,,,
"NUCES, KHI",,,,,,,,,,,,,,,,,,,
Student Course Evaluation Analysis Report,,,,Spring 2021,,,,,,,,,,,,,,,
CS5031 - Applied Computer Vision     Section:MCS-2A,,,,Date: 28-Nov-22,,,,,,,,,,,,,,,
Instructor:,Dr. MUHAMMAD SARIM,Registered Students:,27,Received Feedbacks:,18,,,,,,,,,,,,,,
Learning Resources,,,,,,,,,,,,,,,,,,,
"Learning materials (Lesson Plans, Course Notes etc.) were relevant and useful",,,,,,,,,,,,,,,,,,,
30 No Comments,,,,,,,,,,,,,,,,,,,
31 None,,,,,,,,,,,,,,,,,,,
"Comments, if any",,,,,,,,,,,,,,,,,,,
32 None,,,,,,,,,,,,,,,,,,,
33 no comments,,,,,,,,,,,,,,,,,,,
Quality of Delivery,,,,,,,,,,,,,,,,,,,
"Comments, if any",,,,,,,,,,,,,,,,,,,
34 No Comments,,,,,,,,,,,,,,,,,,,
35 None,,,,,,,,,,,,,,,,,,,
36 no comments,,,,,,,,,,,,,,,,,,,
Page 4 of 4,,,,,,,,,,,,,,,,,,,
