23 Were classrooms satisfactory?,,6,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3.7,0
Learning Resources,,,,,,,,,,,,,,,,,,,
24,"Recommended reading books etc. were relevant and 
appropriate",3,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2.9,0
"25 Provision of learning resources in the library was 
adequate and appropriate (if relevant)",,4,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0
Quality of Delivery,,,,,,,,,,,,,,,,,,,
26,"The course stimulated my interest and thought in the 
subject area",4,1,2,0,0,0,3,0,0,0,0,0,0,0,0,1,3.2,3.2
27 Pace of the course was appropriate,,5,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,3.4,3.4
Page 1 of 2,,,,,,,,,,,,,,,,,,,
"NUCES, KHI",,,,,,,,,,,,,,,,,,,
Student Course Evaluation Analysis Report,,,,,Fall 2020,,,,,,,,,,,,,,
CS535 - Natural Language Processing     Section:MDS-1A,,,,Date: 28-Nov-22,,,,,,,,,,,,,,,
Instructor:,Dr. MUHAMMAD SARIM,Registered Students:,41,Received Feedbacks:,10,,,,,,,,,,,,,,
28 Ideas and concepts were presented clearly,5,2,0,0,0,1,1,0,1,0,0,0,0,0,0,,1,3.4,3.4
Instructor/TA evaluation,,,,,,,,,,,,,,,,,,,
29 I understood the lectures,5,2,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,3.5,0
30 The material was well organized and presented,7,0,0,0,0,2,0,0,0,1,0,0,0,0,0,,1,3.6,3.6
31 The instructor was responsive to student needs and ,4,3,0,0,0,1,2,0,0,0,0,0,0,0,0,,1,3.5,3.5
problems,,,,,,,,,,,,,,,,,,,
32 Had the instructor been regular throughout the ,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,,1,3.4,3.4
course?,,,,,,,,,,,,,,,,,,,
Tutorial,,,,,,,,,,,,,,,,,,,
33 The material in the tutorials was useful,5,1,1,0,0,0,3,0,0,0,0,0,0,0,0,,0,3.4,0
34 I was happy with the amount of work needed for ,6,1,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,3.6,0
tutorials,,,,,,,,,,,,,,,,,,,
35 The tutor dealt effectively with my problems,6,1,0,0,0,0,2,1,0,0,0,0,0,0,0,,0,3.5,0
,,,,,,,,,,,,,,,Total:,27,74.9,,%
,,,,,,,,,,,,Overall Rating: 69.35,,,,,,,
Comments,,,,,,,,,,,,,,,,,,,
Overall Evaluation,,,,,,,,,,,,,,,,,,,
The best features of the course were:,,,,,,,,,,,,,,,,,,,
1 Well organized course material and content.,,,,,,,,,,,,,,,,,,,
2 In depth understanding of concepts,,,,,,,,,,,,,,,,,,,
The course could have been improved by:,,,,,,,,,,,,,,,,,,,
3 None,,,,,,,,,,,,,,,,,,,
Teacher Evaluation,,,,,,,,,,,,,,,,,,,
Comments/Suggestions about course,,,,,,,,,,,,,,,,,,,
4 Could include labs to make it more interesting.,,,,,,,,,,,,,,,,,,,
Learning Environment and Teaching methods,,,,,,,,,,,,,,,,,,,
"Comments, if any",,,,,,,,,,,,,,,,,,,
"5 Great teacher, great teaching style",,,,,,,,,,,,,,,,,,,
Learning Resources,,,,,,,,,,,,,,,,,,,
"Learning materials (Lesson Plans, Course Notes etc.) were relevant and useful",,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,
Yes,,,,,,,,,,,,,,,,,,,
Page 2 of 2,,,,,,,,,,,,,,,,,,,
