19 Did you learn from this course,,10,7,1,0,0,1,1,0,0,0,2,0,0,0,0,1,3.55,3.55
Learning Environment and Teaching methods,,,,,,,,,,,,,,,,,,,
"20 Was this course well structured to achieve the 
learning outcomes (there was a good balance of 
lectures, tutorials, practicals etc.)",,10,8,0,0,0,1,1,0,0,0,2,0,0,0,0,1,3.59,3.59
21 Did the learning and teaching methods encouraged ,,10,8,0,0,0,1,1,0,0,0,2,0,0,0,0,1,3.59,3.59
,participation?,,,,,,,,,,,,,,,,,,
22 Was classroom environment conducive to learning?,,10,7,1,0,0,1,1,0,0,0,2,0,0,0,0,0,3.55,0
23 Were classrooms satisfactory?,,9,9,0,0,0,1,1,0,0,0,2,0,0,0,0,0,3.55,0
Learning Resources,,,,,,,,,,,,,,,,,,,
24,"Recommended reading books etc. were relevant and 
appropriate",11,5,0,2,0,2,0,0,0,0,0,1,0,1,0,0,3.32,0
"25 Provision of learning resources in the library was 
adequate and appropriate (if relevant)",,8,6,3,1,0,2,0,0,0,0,1,1,0,0,0,0,3.27,0
Quality of Delivery,,,,,,,,,,,,,,,,,,,
26,"The course stimulated my interest and thought in the 
subject area",7,10,1,0,0,2,0,0,0,0,2,0,0,0,0,1,3.45,3.45
27 Pace of the course was appropriate,,8,10,0,0,0,2,0,0,0,0,2,0,0,0,0,1,3.55,3.55
Page 1 of 3,,,,,,,,,,,,,,,,,,,
"NUCES, KHI",,,,,,,,,,,,,,,,,,,
Student Course Evaluation Analysis Report,,,,,Fall 2021,,,,,,,,,,,,,,
CS5047 - Software Processes and Quality Assurance     Section:MSP-3A,,,,Date: 28-Nov-22,,,,,,,,,,,,,,,
Instructor:,Syed Tassuduq Hussain,Registered Students:,25,Received Feedbacks:,22,,,,,,,,,,,,,,
28 Ideas and concepts were presented clearly,11,5,1,1,0,2,0,0,0,0,1,1,0,0,0,,1,3.5,3.5
Instructor/TA evaluation,,,,,,,,,,,,,,,,,,,
29 I understood the lectures,10,7,0,0,1,2,0,0,0,0,1,1,0,0,0,,0,3.45,0
30 The material was well organized and presented,17,0,0,0,1,2,0,0,0,0,2,0,0,0,0,,1,3.82,3.82
31 The instructor was responsive to student needs and ,11,5,1,1,0,2,0,0,0,0,1,1,0,0,0,,1,3.5,3.5
problems,,,,,,,,,,,,,,,,,,,
32 Had the instructor been regular throughout the ,9,7,1,1,0,2,0,0,0,0,2,0,0,0,0,,1,3.45,3.45
course?,,,,,,,,,,,,,,,,,,,
Tutorial,,,,,,,,,,,,,,,,,,,
33 The material in the tutorials was useful,10,8,0,0,0,2,0,0,0,0,2,0,0,0,0,,0,3.64,0
34 I was happy with the amount of work needed for ,11,7,0,0,0,2,0,0,0,0,1,1,0,0,0,,0,3.64,0
tutorials,,,,,,,,,,,,,,,,,,,
35 The tutor dealt effectively with my problems,11,7,0,0,0,2,0,0,0,0,1,1,0,0,0,,0,3.64,0
,,,,,,,,,,,,,,,Total:,27,78.82,%,
,,,,,,,,,,,,Overall Rating: 72.98,,,,,,,
Page 2 of 3,,,,,,,,,,,,,,,,,,,
"NUCES, KHI",,,,,,,,,,,,,,,,,,,
Student Course Evaluation Analysis Report,,,,,Fall 2021,,,,,,,,,,,,,,
CS5047 - Software Processes and Quality Assurance     Section:MSP-3A,,,,Date: 28-Nov-22,,,,,,,,,,,,,,,
Instructor:,Syed Tassuduq Hussain,Registered Students:,25,Received Feedbacks:,22,,,,,,,,,,,,,,
Comments,,,,,,,,,,,,,,,,,,,
Course Content and organization,,,,,,,,,,,,,,,,,,,
"Comments, if any",,,,,,,,,,,,,,,,,,,
1 All  Good,,,,,,,,,,,,,,,,,,,
2 true,,,,,,,,,,,,,,,,,,,
Overall Evaluation,,,,,,,,,,,,,,,,,,,
The best features of the course were:,,,,,,,,,,,,,,,,,,,
3 Introduction to standards and industry experience,,,,,,,,,,,,,,,,,,,
4 Everything,,,,,,,,,,,,,,,,,,,
5 Sir taught us through his industry experience what is going on in industry.,,,,,,,,,,,,,,,,,,,
6 Industry experience with real world examples.,,,,,,,,,,,,,,,,,,,
The course could have been improved by:,,,,,,,,,,,,,,,,,,,
7 Something practical,,,,,,,,,,,,,,,,,,,
8 Best Course no improvement,,,,,,,,,,,,,,,,,,,
9 If the instructor introduced guest speakers who did the implementations.,,,,,,,,,,,,,,,,,,,
Teacher Evaluation,,,,,,,,,,,,,,,,,,,
Comments/Suggestions about instructor,,,,,,,,,,,,,,,,,,,
10,"Good Delivery, Good industrial experience",,,,,,,,,,,,,,,,,,
11,Very good instructor,,,,,,,,,,,,,,,,,,
Comments/Suggestions about course,,,,,,,,,,,,,,,,,,,
12 All Good,,,,,,,,,,,,,,,,,,,
13 best course,,,,,,,,,,,,,,,,,,,
Student Contribution,,,,,,,,,,,,,,,,,,,
"Comments, if any",,,,,,,,,,,,,,,,,,,
14 All Good,,,,,,,,,,,,,,,,,,,
Learning Environment and Teaching methods,,,,,,,,,,,,,,,,,,,
"Comments, if any",,,,,,,,,,,,,,,,,,,
15 All Good,,,,,,,,,,,,,,,,,,,
16 true,,,,,,,,,,,,,,,,,,,
Learning Resources,,,,,,,,,,,,,,,,,,,
"Learning materials (Lesson Plans, Course Notes etc.) were relevant and useful",,,,,,,,,,,,,,,,,,,
17 All Good,,,,,,,,,,,,,,,,,,,
18 true,,,,,,,,,,,,,,,,,,,
"Comments, if any",,,,,,,,,,,,,,,,,,,
19 All Good,,,,,,,,,,,,,,,,,,,
20 true,,,,,,,,,,,,,,,,,,,
Quality of Delivery,,,,,,,,,,,,,,,,,,,
"Comments, if any",,,,,,,,,,,,,,,,,,,
21 All Good,,,,,,,,,,,,,,,,,,,
22 true,,,,,,,,,,,,,,,,,,,
Page 3 of 3,,,,,,,,,,,,,,,,,,,
