23 Were classrooms satisfactory?,,0,1,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3.6,0
Learning Resources,,,,,,,,,,,,,,,,,,,
24,"Recommended reading books etc. were relevant and 
appropriate",0,1,0,0,0,6,2,0,0,1,0,0,0,0,0,0,3.3,0
"25 Provision of learning resources in the library was 
adequate and appropriate (if relevant)",,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,3.5,0
Quality of Delivery,,,,,,,,,,,,,,,,,,,
26,"The course stimulated my interest and thought in the 
subject area",0,1,0,0,0,6,3,0,0,0,0,0,0,0,0,1,3.6,3.6
27 Pace of the course was appropriate,,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,1,3.5,3.5
Page 1 of 2,,,,,,,,,,,,,,,,,,,
"NUCES, KHI",,,,,,,,,,,,,,,,,,,
Student Course Evaluation Analysis Report,,,,,Fall 2020,,,,,,,,,,,,,,
CS494 - IS Audit and Control     Section:BCS-7A,,,,Date: 28-Nov-22,,,,,,,,,,,,,,,
Instructor:,Muhammad Kashif Siddiqui,Registered Students:,50,Received Feedbacks:,10,,,,,,,,,,,,,,
28 Ideas and concepts were presented clearly,0,1,0,0,0,6,2,1,0,0,0,0,0,0,0,,1,3.5,3.5
Instructor/TA evaluation,,,,,,,,,,,,,,,,,,,
29 I understood the lectures,0,1,0,0,0,7,1,1,0,0,0,0,0,0,0,,0,3.6,0
30 The material was well organized and presented,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,,1,3.6,3.6
31 The instructor was responsive to student needs and ,0,1,0,0,0,7,1,1,0,0,0,0,0,0,0,,1,3.6,3.6
problems,,,,,,,,,,,,,,,,,,,
32 Had the instructor been regular throughout the ,0,1,0,0,0,6,2,1,0,0,0,0,0,0,0,,1,3.5,3.5
course?,,,,,,,,,,,,,,,,,,,
Tutorial,,,,,,,,,,,,,,,,,,,
33 The material in the tutorials was useful,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,,0,3.7,0
34 I was happy with the amount of work needed for ,0,1,0,0,0,6,3,0,0,0,0,0,0,0,0,,0,3.6,0
tutorials,,,,,,,,,,,,,,,,,,,
35 The tutor dealt effectively with my problems,0,1,0,0,0,6,3,0,0,0,0,0,0,0,0,,0,3.6,0
,,,,,,,,,,,,,,,Total:,25,79.7,,%
,,,,,,,,,,,,Overall Rating: 79.7,,,,,,,
Comments,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,
Page 2 of 2,,,,,,,,,,,,,,,,,,,
