23 Were classrooms satisfactory?,,3,6,1,0,0,2,2,0,0,0,0,2,0,0,0,0,3.25,0
Learning Resources,,,,,,,,,,,,,,,,,,,
24,"Recommended reading books etc. were relevant and 
appropriate",5,4,1,0,0,3,1,0,0,0,1,1,0,0,0,0,3.5,0
"25 Provision of learning resources in the library was 
adequate and appropriate (if relevant)",,4,4,1,1,0,3,1,0,0,0,0,1,0,1,0,0,3.13,0
Quality of Delivery,,,,,,,,,,,,,,,,,,,
26,"The course stimulated my interest and thought in the 
subject area",5,4,1,0,0,3,1,0,0,0,0,1,1,0,0,1,3.38,3.38
27 Pace of the course was appropriate,,5,4,1,0,0,3,1,0,0,0,1,1,0,0,0,1,3.5,3.5
Page 1 of 2,,,,,,,,,,,,,,,,,,,
"NUCES, KHI",,,,,,,,,,,,,,,,,,,
Student Course Evaluation Analysis Report,,,,,Fall 2020,,,,,,,,,,,,,,
CS518 - Software Quality Assurance     Section:MSP-1A,,,,Date: 28-Nov-22,,,,,,,,,,,,,,,
Instructor:,Syed Tassuduq Hussain,Registered Students:,37,Received Feedbacks:,16,,,,,,,,,,,,,,
28 Ideas and concepts were presented clearly,5,4,1,0,0,3,1,0,0,0,0,1,1,0,0,,1,3.38,3.38
Instructor/TA evaluation,,,,,,,,,,,,,,,,,,,
29 I understood the lectures,6,3,1,0,0,2,2,0,0,0,0,1,1,0,0,,0,3.38,0
30 The material was well organized and presented,9,0,0,0,1,4,0,0,0,0,2,0,0,0,0,,1,3.75,3.75
31 The instructor was responsive to student needs and ,4,5,1,0,0,3,1,0,0,0,1,1,0,0,0,,1,3.44,3.44
problems,,,,,,,,,,,,,,,,,,,
32 Had the instructor been regular throughout the ,4,5,1,0,0,3,1,0,0,0,0,2,0,0,0,,1,3.38,3.38
course?,,,,,,,,,,,,,,,,,,,
Tutorial,,,,,,,,,,,,,,,,,,,
33 The material in the tutorials was useful,4,5,1,0,0,2,2,0,0,0,1,1,0,0,0,,0,3.38,0
34 I was happy with the amount of work needed for ,3,6,1,0,0,3,1,0,0,0,0,2,0,0,0,,0,3.31,0
tutorials,,,,,,,,,,,,,,,,,,,
35 The tutor dealt effectively with my problems,5,4,1,0,0,2,2,0,0,0,0,2,0,0,0,,0,3.38,0
,,,,,,,,,,,,,,,Total:,27,74.81,%,
,,,,,,,,,,,,Overall Rating: 69.27,,,,,,,
Comments,,,,,,,,,,,,,,,,,,,
Overall Evaluation,,,,,,,,,,,,,,,,,,,
The best features of the course were:,,,,,,,,,,,,,,,,,,,
1 real life examples,,,,,,,,,,,,,,,,,,,
2 Digital Assurance,,,,,,,,,,,,,,,,,,,
The course could have been improved by:,,,,,,,,,,,,,,,,,,,
3 adding hands on work,,,,,,,,,,,,,,,,,,,
4 practical work,,,,,,,,,,,,,,,,,,,
Teacher Evaluation,,,,,,,,,,,,,,,,,,,
Comments/Suggestions about instructor,,,,,,,,,,,,,,,,,,,
5 very good teacher . always tries to explain with real life examples,,,,,,,,,,,,,,,,,,,
Comments/Suggestions about course,,,,,,,,,,,,,,,,,,,
6 good,,,,,,,,,,,,,,,,,,,
Learning Resources,,,,,,,,,,,,,,,,,,,
"Learning materials (Lesson Plans, Course Notes etc.) were relevant and useful",,,,,,,,,,,,,,,,,,,
"7 yes i agree that Learning materials (Lesson Plans, Course Notes etc.) were relevant and useful",,,,,,,,,,,,,,,,,,,
Page 2 of 2,,,,,,,,,,,,,,,,,,,
