12,"The evaluation for assignments, mids and quizzes was totally fair. The marking criteria also helped us to 
improve our mistakes and read the look for the details asked in the question.",,,,,,,,,,,,,,,,,,
13,"Quizzes were conceptual, concise.it was fun to solve them.",,,,,,,,,,,,,,,,,,
14,very fair not any biasness,,,,,,,,,,,,,,,,,,
Instructor’s quality of delivery of lectures and classroom learning environment,,,,,,,,,,,,,,,,,,,
15,Best,,,,,,,,,,,,,,,,,,
16 Excellent,,,,,,,,,,,,,,,,,,,
17,"Great Teacher, Excellent teaching method",,,,,,,,,,,,,,,,,,
18 Bomb....just bomb,,,,,,,,,,,,,,,,,,,
19 He makes the class fun and more and more interactive,,,,,,,,,,,,,,,,,,,
20 Best Teacher! The environment in Agile class of respecting the point of view of others  is appreciable . ,,,,,,,,,,,,,,,,,,,
,Learned a lot of soft skills during the classes,,,,,,,,,,,,,,,,,,
"21 To be honest, i think he was one of the all time best teacher that I've studied from, after studying 4 years ",,,,,,,,,,,,,,,,,,,
,in university. Great job done.,,,,,,,,,,,,,,,,,,
,"Classroom environment was also interactive. It doesn't let u be in a sleepy mood even for a single 
minute.",,,,,,,,,,,,,,,,,,
22 Instructor was really good and enjoyable.,,,,,,,,,,,,,,,,,,,
23 Outstanding,,,,,,,,,,,,,,,,,,,
24,"Agile is one of the best courses I have learned so far. This course would not be so well entertained and 
loaded with knowledge and fun with practical real-life scenarios. Sir Ali shan was very cooperative and 
helpful throughout the semester. The lectures quality is well defined, clear for student understanding and 
most of all it sticks to the mind for a long time. The class environment was very friendly and collaborative 
like we all were learning new things from each and every person and it was just like an 'Agile Family'. I 
wish Sir ALI SHAN could really teach other courses as well and coach other teachers as well to provide 
and facilitate highly effective and engaging learning strategies.",,,,,,,,,,,,,,,,,,
25 superb mind-blowing,,,,,,,,,,,,,,,,,,,
26 Excellent,,,,,,,,,,,,,,,,,,,
27,"bohot acha tha, it was my second or third time in fast that I found this type of instructor and this type on 
environment , bohot maza aya",,,,,,,,,,,,,,,,,,
28 One of the best teacher I have ever learned from.,,,,,,,,,,,,,,,,,,,
Page 2 of 3,,,,,,,,,,,,,,,,,,,
"NUCES, KHI",,,,,,,,,,,,,,,,,,,
Student Course Evaluation Analysis Report,,,,Spring 2022,,,,,,,,,,,,,,,
CS4057 - Agile Software Project Management     Section:BCS-8B,,,,Date: 28-Nov-22,,,,,,,,,,,,,,,
Instructor:,Syed Ali Shan,Registered Students:,51,Received Feedbacks:,49,,,,,,,,,,,,,,
"29 An teacher like no other in simple words, he was a teacher, a guide, a friend, a support, a councilor and 
basically everything a graduating student might need, he valued everyone's opinion, never disregard 
anyone, promoted appreciation, supported students even those who don't speak in class started 
participating in class activities, 3 hours of class used to pass in few minutes and we would still feel fresh 
instead of sleepy or tired or exhausted which one can expect noting the schedule of class, he guided 
students not just for cource but for jobs, for career, for masters and for many other things a student 
might need, overall the best experience of university life.",,,,,,,,,,,,,,,,,,,
"30 A unique environment which stimulated the maximum output from the process of the lectures . Teacher 
was able to involve students within the lectures and still maintained decorum of the class. That is how a 
person quality teaching can be judged and sir you nailed on it",,,,,,,,,,,,,,,,,,,
31 He is the best teacher I've ever had ❤,,,,,,,,,,,,,,,,,,,
32 100000000/10,,,,,,,,,,,,,,,,,,,
33,"The quality of lectures and learning environment was so good that had there been a second part of this 
course, I would've fought with the management to get myself registered into it",,,,,,,,,,,,,,,,,,
34,"I had never learnt in such an interactive environment before. It has given me confidence and courage to 
share my point of view, to ask anything i wanted. Loved it",,,,,,,,,,,,,,,,,,
35,"He has a very unique and interesting way of teaching. Didn't lose interest in his class. Everyone 
participates in his class. and the class environment was exceptionally maintained by the teacher and 
students.",,,,,,,,,,,,,,,,,,
36,"The session is interactive, and the instructor enjoys explaining the subject by using the most relevant / 
simple example possible. One of FAST NUCES' top teachers. Others would be unable to present the 
lecture in the same manner as the instructor. I am confident that every agile class student will never 
forget the topics or content covered in class. Thank you FAST for giving us such an amazing instructor",,,,,,,,,,,,,,,,,,
"37 He gave his best to teach students a good environment to study and work as a team, he taught not to 
target anyone, listen to everyone's opinion and focus on learning togather rather than saying he is wrong 
or she is wrong",,,,,,,,,,,,,,,,,,,
"Learning Material (Textbook, References Books, Videos etc)",,,,,,,,,,,,,,,,,,,
38 Excellent,,,,,,,,,,,,,,,,,,,
39 Best,,,,,,,,,,,,,,,,,,,
40 Slides,,,,,,,,,,,,,,,,,,,
41 interesting,,,,,,,,,,,,,,,,,,,
42 Excellent,,,,,,,,,,,,,,,,,,,
43,"The course outline was great. I wish I could learn more from him. Slides and lectures are well 
maintained. Did not need to google to study this course. His lectures are enough.",,,,,,,,,,,,,,,,,,
44 It was good. Minimal and materialistic.,,,,,,,,,,,,,,,,,,,
45 GOOD LEARNING MATERIAL,,,,,,,,,,,,,,,,,,,
"46 All were relevant and the examples from the real life, past students were the best.",,,,,,,,,,,,,,,,,,,
48      ,,,,,,,,,,,,,,,,,,,
48,"The material was well organised and delivered which includes the slides, the past experiences, students'
experiences, during-lecture videos and of course the pseudo-classes(?) of Urdu we got!",,,,,,,,,,,,,,,,,,
49,"The learning material was very well prepared, intuitive, close to real-life examples and very well 
presented by the teacher.",,,,,,,,,,,,,,,,,,
50,"No lengthy slides , visual learning with videos and pictures was a great idea to keep things in long term 
memory..",,,,,,,,,,,,,,,,,,
Page 3 of 3,,,,,,,,,,,,,,,,,,,
